discount_rate,menu_option,sector,weitzman_parameter,discount_type,simulation,scghg
1.5% Ramsey,risk_aversion,combined,0.5,euler_ramsey,0,115756.46863539786
2.0% Ramsey,risk_aversion,combined,0.5,euler_ramsey,0,77081.91743642898
2.5% Ramsey,risk_aversion,combined,0.5,euler_ramsey,0,51517.723730329584
