discount_rate,menu_option,sector,weitzman_parameter,discount_type,simulation,scghg
1.5% Ramsey,risk_aversion,combined,0.5,euler_ramsey,0,2358.97457445202
2.0% Ramsey,risk_aversion,combined,0.5,euler_ramsey,0,1615.390297086927
2.5% Ramsey,risk_aversion,combined,0.5,euler_ramsey,0,1137.7473606334365
