discount_rate,menu_option,sector,weitzman_parameter,discount_type,simulation,scghg
1.5% Ramsey,risk_aversion,combined,0.5,euler_ramsey,0,191638.89412211356
2.0% Ramsey,risk_aversion,combined,0.5,euler_ramsey,0,140547.78220173146
2.5% Ramsey,risk_aversion,combined,0.5,euler_ramsey,0,102314.81790493183
