discount_rate,menu_option,sector,weitzman_parameter,discount_type,simulation,scghg
1.5% Ramsey,risk_aversion,combined,0.5,euler_ramsey,0,3327.964806263863
2.0% Ramsey,risk_aversion,combined,0.5,euler_ramsey,0,2487.4045479835736
2.5% Ramsey,risk_aversion,combined,0.5,euler_ramsey,0,1917.0279185412355
