discount_rate,menu_option,sector,weitzman_parameter,discount_type,simulation,scghg
1.5% Ramsey,risk_aversion,combined,0.5,euler_ramsey,0,439.5765139930213
2.0% Ramsey,risk_aversion,combined,0.5,euler_ramsey,0,276.31235031936103
2.5% Ramsey,risk_aversion,combined,0.5,euler_ramsey,0,173.62000895945758
