discount_rate,menu_option,sector,weitzman_parameter,discount_type,simulation,scghg
1.5% Ramsey,risk_aversion,combined,0.5,euler_ramsey,0,7050.58995247721
2.0% Ramsey,risk_aversion,combined,0.5,euler_ramsey,0,5967.719250452305
2.5% Ramsey,risk_aversion,combined,0.5,euler_ramsey,0,5071.6443295751715
