discount_rate,menu_option,sector,weitzman_parameter,discount_type,simulation,scghg
1.5% Ramsey,risk_aversion,combined,0.5,euler_ramsey,0,550.9103101503999
2.0% Ramsey,risk_aversion,combined,0.5,euler_ramsey,0,370.44227314841095
2.5% Ramsey,risk_aversion,combined,0.5,euler_ramsey,0,247.8370068801773
