"time","co2","trialnum"
2270,757.4146437417915,2
2271,758.3000537380303,2
2272,759.1778930629376,2
2273,760.0492764787814,2
2274,760.9142174684807,2
2275,761.7727876248834,2
2276,762.6251115114059,2
2277,763.4672860558853,2
2278,764.295385826972,2
2279,765.1094855585018,2
2280,765.909628819466,2
2281,766.6958382220569,2
2282,767.4720243136348,2
2283,768.2421157837764,2
2284,769.0061720508215,2
2285,769.7642843118365,2
2286,770.5165914925215,2
2287,771.2652243404223,2
2288,772.0122718501786,2
2289,772.757782085393,2
2290,773.501724818806,2
2291,774.2440432397733,2
2292,774.9830189828073,2
2293,775.7169778091646,2
2294,776.4459852166527,2
2295,777.1701537833201,2
2296,777.8896582985504,2
2297,778.6041552671896,2
2298,779.3132952702631,2
2299,780.0172412690646,2
2300,780.7160767273765,2
